bdm_img,choice_left,choice_right,img_correct,img_left,img_wrong,img_right,bdm_loop1.thisRepN,bdm_loop1.thisTrialN,bdm_loop1.thisN,bdm_loop1.thisIndex,binary1.thisRepN,binary1.thisTrialN,binary1.thisN,binary1.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,block_loop.thisRepN,block_loop.thisTrialN,block_loop.thisN,block_loop.thisIndex,outcome_loop.thisRepN,outcome_loop.thisTrialN,outcome_loop.thisN,outcome_loop.thisIndex,bdm_loop2.thisRepN,bdm_loop2.thisTrialN,bdm_loop2.thisN,bdm_loop2.thisIndex,binary2.thisRepN,binary2.thisTrialN,binary2.thisN,binary2.thisIndex,instr_main_resp.keys,instr_main_resp.rt,instr_bdm1_resp.keys,instr_bdm1_resp.rt,bdm_bid1.response,bdm_bid1.rt,instr_choice1_resp.keys,instr_choice1_resp.rt,key_resp_choice1.keys,key_resp_choice1.rt,confidence_rating1.response,confidence_rating1.rt,instr_infer_intro_resp.keys,instr_infer_intro_resp.rt,instr_infer_practice_resp.keys,instr_infer_practice_resp.rt,set_outcome.outcm_img,instr_infer_resp.keys,instr_infer_resp.rt,infer_resp.keys,infer_resp.rt,rest_prompt_resp.keys,rest_prompt_resp.rt,correct_counter,incorrect_counter,instr_bdm2_resp.keys,instr_bdm2_resp.rt,bdm_bid2.response,bdm_bid2.rt,instr_choice2_resp.keys,instr_choice2_resp.rt,key_resp_choice2.keys,key_resp_choice2.rt,confidence_rating2.response,confidence_rating2.rt,auction.win_item,auction.price,auction.bid,auction.rand_itm_img,score.base,score.rwrd,score.loss,score.final_pymt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1381.03640463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1502,75.0800186254,infer_design1,001,P12,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,22.3094273155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1502,75.0800186254,infer_design1,001,P12,
6-sour_patch_kids.png,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,8.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1502,75.0800186254,infer_design1,001,P12,
51-mars.png,,,,,,,0,1,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,4.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1502,75.0800186254,infer_design1,001,P12,
7-olives.png,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,5.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1502,75.0800186254,infer_design1,001,P12,
34-hula_hoops_bbq_beef.png,,,,,,,0,3,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,6.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1502,75.0800186254,infer_design1,001,P12,
1-smarties_cookies.png,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,4.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1502,75.0800186254,infer_design1,001,P12,
22-daim.png,,,,,,,0,5,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1502,75.0800186254,infer_design1,001,P12,
43-mrporky_pork_crackles.png,,,,,,,0,6,6,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,3.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1502,75.0800186254,infer_design1,001,P12,
49-yorkie.png,,,,,,,0,7,7,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,3.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1502,75.0800186254,infer_design1,001,P12,
36-fig_rolls.png,,,,,,,0,8,8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,4.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1502,75.0800186254,infer_design1,001,P12,
