bdm_img,choice_left,choice_right,img_correct,img_left,img_wrong,img_right,bdm_loop1.thisRepN,bdm_loop1.thisTrialN,bdm_loop1.thisN,bdm_loop1.thisIndex,binary1.thisRepN,binary1.thisTrialN,binary1.thisN,binary1.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,block_loop.thisRepN,block_loop.thisTrialN,block_loop.thisN,block_loop.thisIndex,outcome_loop.thisRepN,outcome_loop.thisTrialN,outcome_loop.thisN,outcome_loop.thisIndex,bdm_loop2.thisRepN,bdm_loop2.thisTrialN,bdm_loop2.thisN,bdm_loop2.thisIndex,binary2.thisRepN,binary2.thisTrialN,binary2.thisN,binary2.thisIndex,instr_main_resp.keys,instr_main_resp.rt,instr_bdm1_resp.keys,instr_bdm1_resp.rt,bdm_bid1.response,bdm_bid1.rt,instr_choice1_resp.keys,instr_choice1_resp.rt,key_resp_choice1.keys,key_resp_choice1.rt,confidence_rating1.response,confidence_rating1.rt,instr_infer_intro_resp.keys,instr_infer_intro_resp.rt,instr_infer_practice_resp.keys,instr_infer_practice_resp.rt,set_outcome.outcm_img,instr_infer_resp.keys,instr_infer_resp.rt,infer_resp.keys,infer_resp.rt,rest_prompt_resp.keys,rest_prompt_resp.rt,correct_counter,incorrect_counter,instr_bdm2_resp.keys,instr_bdm2_resp.rt,bdm_bid2.response,bdm_bid2.rt,instr_choice2_resp.keys,instr_choice2_resp.rt,key_resp_choice2.keys,key_resp_choice2.rt,confidence_rating2.response,confidence_rating2.rt,auction.win_item,auction.price,auction.bid,auction.rand_itm_img,score.base,score.rwrd,score.loss,score.final_pymt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,987.689484278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,20.4714090757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
38-maltesers.png,,,,,,,0,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,8.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
16-skips_prawn.png,,,,,,,0,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
20-fruit_pastilles.png,,,,,,,0,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
22-daim.png,,,,,,,0,3,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
18-mms.png,,,,,,,0,4,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,10.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
29-beans.png,,,,,,,0,5,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
13-mccoys_steak_crisps.png,,,,,,,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
34-hula_hoops_bbq_beef.png,,,,,,,0,7,7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
7-olives.png,,,,,,,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
8-liquorice_catherine_wheels.png,,,,,,,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
27-hartleys_raspberries_jelly.png,,,,,,,0,10,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
50-polo.png,,,,,,,0,11,11,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,3.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
1-smarties_cookies.png,,,,,,,0,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,2.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
4-corn.png,,,,,,,0,13,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
42-mrkipling_lemon_slices.png,,,,,,,0,14,14,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
36-fig_rolls.png,,,,,,,0,15,15,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
5-pineapple.png,,,,,,,0,16,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
45-chewy_nougat.png,,,,,,,0,17,17,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
46-pistachios.png,,,,,,,0,18,18,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,4.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
48-twix.png,,,,,,,0,19,19,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,1.801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
30-spaghetti_hoops.png,,,,,,,0,20,20,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_25_1017,75.0770266557,infer_design1,001,P11,
