bdm_img,choice_left,choice_right,img_correct,img_left,img_wrong,img_right,bdm_loop1.thisRepN,bdm_loop1.thisTrialN,bdm_loop1.thisN,bdm_loop1.thisIndex,binary1.thisRepN,binary1.thisTrialN,binary1.thisN,binary1.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,block_loop.thisRepN,block_loop.thisTrialN,block_loop.thisN,block_loop.thisIndex,outcome_loop.thisRepN,outcome_loop.thisTrialN,outcome_loop.thisN,outcome_loop.thisIndex,bdm_loop2.thisRepN,bdm_loop2.thisTrialN,bdm_loop2.thisN,bdm_loop2.thisIndex,binary2.thisRepN,binary2.thisTrialN,binary2.thisN,binary2.thisIndex,instr_main_resp.keys,instr_main_resp.rt,instr_bdm1_resp.keys,instr_bdm1_resp.rt,bdm_bid1.response,bdm_bid1.rt,instr_choice1_resp.keys,instr_choice1_resp.rt,key_resp_choice1.keys,key_resp_choice1.rt,confidence_rating1.response,confidence_rating1.rt,instr_infer_intro_resp.keys,instr_infer_intro_resp.rt,instr_infer_practice_resp.keys,instr_infer_practice_resp.rt,set_outcome.outcm_img,instr_infer_resp.keys,instr_infer_resp.rt,infer_resp.keys,infer_resp.rt,rest_prompt_resp.keys,rest_prompt_resp.rt,correct_counter,incorrect_counter,instr_bdm2_resp.keys,instr_bdm2_resp.rt,bdm_bid2.response,bdm_bid2.rt,instr_choice2_resp.keys,instr_choice2_resp.rt,key_resp_choice2.keys,key_resp_choice2.rt,confidence_rating2.response,confidence_rating2.rt,auction.win_item,auction.price,auction.bid,auction.rand_itm_img,score.base,score.rwrd,score.loss,score.final_pymt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1997.03522934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,24.3205432534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
42-mrkipling_lemon_slices.png,,,,,,,0,0,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,24.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
7-olives.png,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
29-beans.png,,,,,,,0,2,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
18-mms.png,,,,,,,0,3,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,9.738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
19-caramello.png,,,,,,,0,4,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
23-crunchie.png,,,,,,,0,5,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,16.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
2-steamed_puddings.png,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
46-pistachios.png,,,,,,,0,7,7,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,13.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
30-spaghetti_hoops.png,,,,,,,0,8,8,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
5-pineapple.png,,,,,,,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,9.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
16-skips_prawn.png,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
35-sultanas.png,,,,,,,0,11,11,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
34-hula_hoops_bbq_beef.png,,,,,,,0,12,12,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
31-foxs_golden_biscuits.png,,,,,,,0,13,13,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,9.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
21-nakd_banana_crunch.png,,,,,,,0,14,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
22-daim.png,,,,,,,0,15,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
8-liquorice_catherine_wheels.png,,,,,,,0,16,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
27-hartleys_raspberries_jelly.png,,,,,,,0,17,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,20.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
38-maltesers.png,,,,,,,0,18,18,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,6.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
4-corn.png,,,,,,,0,19,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,5.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
51-mars.png,,,,,,,0,20,20,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
1-smarties_cookies.png,,,,,,,0,21,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
44-crunch.png,,,,,,,0,22,22,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
40-sardines.png,,,,,,,0,23,23,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
36-fig_rolls.png,,,,,,,0,24,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,10.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014_Oct_24_1011,75.0819084136,infer_design1,001,P10,
