img_left,img_right,img_correct,img_wrong
5-pineapple.png,40-sardines.png,5-pineapple.png,40-sardines.png
34-hula_hoops_bbq_beef_redo.png,36-fig_rolls.png,34-hula_hoops_bbq_beef_redo.png,36-fig_rolls.png
41-peanuts_redo.png,45-chewy_nougat_redo.png,41-peanuts_redo.png,45-chewy_nougat_redo.png
49-yorkie.png,35-raisins.png,49-yorkie.png,35-raisins.png
16-skips_prawn.png,42-mrkipling_lemon_slices.png,16-skips_prawn.png,42-mrkipling_lemon_slices.png
49-yorkie.png,35-raisins.png,49-yorkie.png,35-raisins.png
51-mars.png,27-hartleys_raspberries_jelly.png,27-hartleys_raspberries_jelly.png,51-mars.png
35-raisins.png,49-yorkie.png,49-yorkie.png,35-raisins.png
6-sour_patch_kids.png,38-maltesers.png,38-maltesers.png,6-sour_patch_kids.png
18-mms.png,43-mrporky_pork_crackles_redo.png,18-mms.png,43-mrporky_pork_crackles_redo.png
36-fig_rolls.png,34-hula_hoops_bbq_beef_redo.png,34-hula_hoops_bbq_beef_redo.png,36-fig_rolls.png
49-yorkie.png,35-raisins.png,49-yorkie.png,35-raisins.png
8-liquorice_catherine_wheels.png,17-jacobs_mini_cheddars_redo.png,17-jacobs_mini_cheddars_redo.png,8-liquorice_catherine_wheels.png
46-pistachios.png,29-beans.png,29-beans.png,46-pistachios.png
38-maltesers.png,6-sour_patch_kids.png,38-maltesers.png,6-sour_patch_kids.png
44-crunch.png,26-walkers_smoky_bacon.png,26-walkers_smoky_bacon.png,44-crunch.png
21-nakd_banana_crunch.png,1-treacle_cookies.png,1-treacle_cookies.png,21-nakd_banana_crunch.png
10-bounty_redo.png,4-corn.png,4-corn.png,10-bounty_redo.png
31-hobnobs.png,25-kitkat.png,25-kitkat.png,31-hobnobs.png
19-caramello_redo.png,30-spaghetti_hoops.png,30-spaghetti_hoops.png,19-caramello_redo.png
5-pineapple.png,40-sardines.png,5-pineapple.png,40-sardines.png
16-skips_prawn.png,42-mrkipling_lemon_slices.png,16-skips_prawn.png,42-mrkipling_lemon_slices.png
3-ellas_strawberries_apples.png,13-mccoys_steak_crisps.png,13-mccoys_steak_crisps.png,3-ellas_strawberries_apples.png
51-mars.png,27-hartleys_raspberries_jelly.png,27-hartleys_raspberries_jelly.png,51-mars.png
40-sardines.png,5-pineapple.png,5-pineapple.png,40-sardines.png
22-daim.png,7-olives.png,22-daim.png,7-olives.png
10-bounty_redo.png,4-corn.png,4-corn.png,10-bounty_redo.png
48-twix.png,50-polo.png,50-polo.png,48-twix.png
1-treacle_cookies.png,21-nakd_banana_crunch.png,1-treacle_cookies.png,21-nakd_banana_crunch.png
41-peanuts_redo.png,45-chewy_nougat_redo.png,41-peanuts_redo.png,45-chewy_nougat_redo.png
22-daim.png,7-olives.png,22-daim.png,7-olives.png
