bdm_img,choice_left,choice_right,img_correct,img_left,img_wrong,img_right,bdm_loop1.thisRepN,bdm_loop1.thisTrialN,bdm_loop1.thisN,bdm_loop1.thisIndex,binary.thisRepN,binary.thisTrialN,binary.thisN,binary.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,block_loop.thisRepN,block_loop.thisTrialN,block_loop.thisN,block_loop.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,instr_main_resp.keys,instr_main_resp.rt,instr_bdm_resp.keys,partnered_pilot_participant,instr_bdm_resp.rt,bdm_bid1.response,bdm_bid1.rt,bdm_marker_start,instr_choice_resp.keys,instr_choice_resp.rt,key_resp_choice.keys,key_resp_choice.rt,confidence_rating1.response,confidence_rating1.rt,confidence_marker_start,instr_infer_intro_resp.keys,instr_infer_intro_resp.rt,instr_infer_practice_resp.keys,instr_infer_practice_resp.rt,set_feedback.feedback_img,trial_start_time,instr_infer_resp.keys,instr_infer_resp.rt,get_ready_resp.keys,infer_resp.keys,infer_resp.rt,rest_prompt_resp.keys,rest_prompt_resp.rt,correct_counter,incorrect_counter,auction.win_item,auction.price,auction.bid,auction.rand_itm_img,score.base,score.rwrd,score.loss,score.final_pymt,expName,eye,contacts,frameRate,session,date,participant,glasses,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.666787738899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1,right,n,60.0010605887,001,2015_Jul_14_1416,E29,n,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,['P11'],19.0332269152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1,right,n,60.0010605887,001,2015_Jul_14_1416,E29,n,
45-chewy_nougat_redo.png,,,,,,,0,0,0,34,,,,,,,,,,,,,,,,,,,,,,1.68,8.167,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1,right,n,60.0010605887,001,2015_Jul_14_1416,E29,n,
23-crunchie_redo.png,,,,,,,0,1,1,17,,,,,,,,,,,,,,,,,,,,,,1.48,7.267,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1,right,n,60.0010605887,001,2015_Jul_14_1416,E29,n,
34-hula_hoops_bbq_beef_redo.png,,,,,,,0,2,2,25,,,,,,,,,,,,,,,,,,,,,,1.44,3.417,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1,right,n,60.0010605887,001,2015_Jul_14_1416,E29,n,
20-fruit_pastilles.png,,,,,,,0,3,3,14,,,,,,,,,,,,,,,,,,,,,,1.0,4.151,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1,right,n,60.0010605887,001,2015_Jul_14_1416,E29,n,
43-mrporky_pork_crackles_redo.png,,,,,,,0,4,4,32,,,,,,,,,,,,,,,,,,,,,,1.98,3.867,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1,right,n,60.0010605887,001,2015_Jul_14_1416,E29,n,
48-twix.png,,,,,,,0,5,5,36,,,,,,,,,,,,,,,,,,,,,,1.62,4.934,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1,right,n,60.0010605887,001,2015_Jul_14_1416,E29,n,
29-beans.png,,,,,,,0,6,6,21,,,,,,,,,,,,,,,,,,,,,,0.74,9.867,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1,right,n,60.0010605887,001,2015_Jul_14_1416,E29,n,
10-bounty_redo.png,,,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,2.06,4.634,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1,right,n,60.0010605887,001,2015_Jul_14_1416,E29,n,
