bdm_img,choice_left,choice_right,img_correct,img_left,img_wrong,img_right,bdm_loop1.thisRepN,bdm_loop1.thisTrialN,bdm_loop1.thisN,bdm_loop1.thisIndex,binary.thisRepN,binary.thisTrialN,binary.thisN,binary.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,block_loop.thisRepN,block_loop.thisTrialN,block_loop.thisN,block_loop.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,instr_main_resp.keys,instr_main_resp.rt,instr_bdm_resp.keys,partnered_pilot_participant,instr_bdm_resp.rt,bdm_bid1.response,bdm_bid1.rt,bdm_marker_start,instr_choice_resp.keys,instr_choice_resp.rt,key_resp_choice.keys,key_resp_choice.rt,confidence_rating1.response,confidence_rating1.rt,confidence_marker_start,instr_infer_intro_resp.keys,instr_infer_intro_resp.rt,instr_infer_practice_resp.keys,instr_infer_practice_resp.rt,set_feedback.feedback_img,trial_start_time,instr_infer_resp.keys,instr_infer_resp.rt,get_ready_resp.keys,infer_resp.keys,infer_resp.rt,rest_prompt_resp.keys,rest_prompt_resp.rt,correct_counter,incorrect_counter,auction.win_item,auction.price,auction.bid,auction.rand_itm_img,score.base,score.rwrd,score.loss,score.final_pymt,expName,eye,contacts,frameRate,session,date,participant,glasses,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.833452504563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0335805951,001,2015_Oct_18_1020,C25,n,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,['P11'],16.3002547641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0335805951,001,2015_Oct_18_1020,C25,n,
1-treacle_cookies.png,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1.98,14.867,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0335805951,001,2015_Oct_18_1020,C25,n,
8-liquorice_catherine_wheels.png,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,0.96,8.134,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0335805951,001,2015_Oct_18_1020,C25,n,
27-hartleys_raspberries_jelly.png,,,,,,,0,2,2,20,,,,,,,,,,,,,,,,,,,,,,0.32,3.801,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0335805951,001,2015_Oct_18_1020,C25,n,
45-chewy_nougat_redo.png,,,,,,,0,3,3,34,,,,,,,,,,,,,,,,,,,,,,0.68,3.684,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0335805951,001,2015_Oct_18_1020,C25,n,
38-maltesers.png,,,,,,,0,4,4,28,,,,,,,,,,,,,,,,,,,,,,2.02,5.567,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0335805951,001,2015_Oct_18_1020,C25,n,
21-nakd_banana_crunch.png,,,,,,,0,5,5,15,,,,,,,,,,,,,,,,,,,,,,1.0,6.067,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0335805951,001,2015_Oct_18_1020,C25,n,
42-mrkipling_lemon_slices.png,,,,,,,0,6,6,31,,,,,,,,,,,,,,,,,,,,,,2.0,6.717,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0335805951,001,2015_Oct_18_1020,C25,n,
33-ambrosia_rice.png,,,,,,,0,7,7,24,,,,,,,,,,,,,,,,,,,,,,0.68,7.301,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0335805951,001,2015_Oct_18_1020,C25,n,
