bdm_img,choice_left,choice_right,img_correct,img_left,img_wrong,img_right,bdm_loop1.thisRepN,bdm_loop1.thisTrialN,bdm_loop1.thisN,bdm_loop1.thisIndex,binary.thisRepN,binary.thisTrialN,binary.thisN,binary.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,block_loop.thisRepN,block_loop.thisTrialN,block_loop.thisN,block_loop.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,instr_main_resp.keys,instr_main_resp.rt,instr_bdm_resp.keys,partnered_pilot_participant,instr_bdm_resp.rt,bdm_bid1.response,bdm_bid1.rt,bdm_marker_start,instr_choice_resp.keys,instr_choice_resp.rt,key_resp_choice.keys,key_resp_choice.rt,confidence_rating1.response,confidence_rating1.rt,confidence_marker_start,instr_infer_intro_resp.keys,instr_infer_intro_resp.rt,instr_infer_practice_resp.keys,instr_infer_practice_resp.rt,set_feedback.feedback_img,trial_start_time,instr_infer_resp.keys,instr_infer_resp.rt,get_ready_resp.keys,infer_resp.keys,infer_resp.rt,rest_prompt_resp.keys,rest_prompt_resp.rt,correct_counter,incorrect_counter,auction.win_item,auction.price,auction.bid,auction.rand_itm_img,score.base,score.rwrd,score.loss,score.final_pymt,expName,eye,contacts,frameRate,session,date,participant,glasses,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.30027928183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0317995496,001,2015_Oct_16_1426,C21,n,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,['P6'],19.0334607911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0317995496,001,2015_Oct_16_1426,C21,n,
19-caramello_redo.png,,,,,,,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,1.32,11.95,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0317995496,001,2015_Oct_16_1426,C21,n,
7-olives.png,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,0.96,11.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0317995496,001,2015_Oct_16_1426,C21,n,
16-skips_prawn.png,,,,,,,0,2,2,10,,,,,,,,,,,,,,,,,,,,,,0.52,8.967,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0317995496,001,2015_Oct_16_1426,C21,n,
1-treacle_cookies.png,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,2.5,5.284,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0317995496,001,2015_Oct_16_1426,C21,n,
50-polo.png,,,,,,,0,4,4,38,,,,,,,,,,,,,,,,,,,,,,0.72,5.401,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0317995496,001,2015_Oct_16_1426,C21,n,
33-ambrosia_rice.png,,,,,,,0,5,5,24,,,,,,,,,,,,,,,,,,,,,,0.22,8.884,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0317995496,001,2015_Oct_16_1426,C21,n,
13-mccoys_steak_crisps.png,,,,,,,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,1.0,4.251,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0317995496,001,2015_Oct_16_1426,C21,n,
27-hartleys_raspberries_jelly.png,,,,,,,0,7,7,20,,,,,,,,,,,,,,,,,,,,,,0.1,5.534,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0317995496,001,2015_Oct_16_1426,C21,n,
10-bounty_redo.png,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,0.48,4.134,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,r,n,60.0317995496,001,2015_Oct_16_1426,C21,n,
