bdm_img,choice_left,choice_right,img_correct,img_left,img_wrong,img_right,bdm_loop1.thisRepN,bdm_loop1.thisTrialN,bdm_loop1.thisN,bdm_loop1.thisIndex,binary.thisRepN,binary.thisTrialN,binary.thisN,binary.thisIndex,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,block_loop.thisRepN,block_loop.thisTrialN,block_loop.thisN,block_loop.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,instr_main_resp.keys,instr_main_resp.rt,instr_bdm_resp.keys,partnered_pilot_participant,instr_bdm_resp.rt,bdm_bid1.response,bdm_bid1.rt,bdm_marker_start,instr_choice_resp.keys,instr_choice_resp.rt,key_resp_choice.keys,key_resp_choice.rt,confidence_rating1.response,confidence_rating1.rt,confidence_marker_start,instr_infer_intro_resp.keys,instr_infer_intro_resp.rt,instr_infer_practice_resp.keys,instr_infer_practice_resp.rt,set_feedback.feedback_img,trial_start_time,instr_infer_resp.keys,instr_infer_resp.rt,get_ready_resp.keys,infer_resp.keys,infer_resp.rt,rest_prompt_resp.keys,rest_prompt_resp.rt,correct_counter,incorrect_counter,auction.win_item,auction.price,auction.bid,auction.rand_itm_img,score.base,score.rwrd,score.loss,score.final_pymt,expName,eye,contacts,frameRate,session,date,participant,glasses,
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.750124302649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,['P4'],14.5831251169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
21-nakd_banana_crunch.png,,,,,,,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,0.5,7.45,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
48-twix.png,,,,,,,0,1,1,36,,,,,,,,,,,,,,,,,,,,,,0.98,7.501,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
43-mrporky_pork_crackles_redo.png,,,,,,,0,2,2,32,,,,,,,,,,,,,,,,,,,,,,0.14,3.167,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
17-jacobs_mini_cheddars_redo.png,,,,,,,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,1.5,7.984,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
2-steamed_puddings.png,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,0.0,3.134,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
16-skips_prawn.png,,,,,,,0,5,5,10,,,,,,,,,,,,,,,,,,,,,,0.0,2.984,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
42-mrkipling_lemon_slices.png,,,,,,,0,6,6,31,,,,,,,,,,,,,,,,,,,,,,0.8,8.184,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
38-maltesers.png,,,,,,,0,7,7,28,,,,,,,,,,,,,,,,,,,,,,1.5,2.001,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
26-walkers_smoky_bacon.png,,,,,,,0,8,8,19,,,,,,,,,,,,,,,,,,,,,,1.48,10.351,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
13-mccoys_steak_crisps.png,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,0.98,2.017,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
19-caramello_redo.png,,,,,,,0,10,10,13,,,,,,,,,,,,,,,,,,,,,,0.5,2.467,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
7-olives.png,,,,,,,0,11,11,6,,,,,,,,,,,,,,,,,,,,,,0.02,3.384,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
1-treacle_cookies.png,,,,,,,0,12,12,0,,,,,,,,,,,,,,,,,,,,,,0.5,3.301,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
34-hula_hoops_bbq_beef_redo.png,,,,,,,0,13,13,25,,,,,,,,,,,,,,,,,,,,,,1.04,4.601,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
50-polo.png,,,,,,,0,14,14,38,,,,,,,,,,,,,,,,,,,,,,0.8,1.901,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
22-daim.png,,,,,,,0,15,15,16,,,,,,,,,,,,,,,,,,,,,,0.5,5.901,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
6-sour_patch_kids.png,,,,,,,0,16,16,5,,,,,,,,,,,,,,,,,,,,,,1.02,5.717,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
41-peanuts_redo.png,,,,,,,0,17,17,30,,,,,,,,,,,,,,,,,,,,,,1.46,1.917,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
40-sardines.png,,,,,,,0,18,18,29,,,,,,,,,,,,,,,,,,,,,,0.02,3.034,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
49-yorkie.png,,,,,,,0,19,19,37,,,,,,,,,,,,,,,,,,,,,,0.42,2.634,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
29-beans.png,,,,,,,0,20,20,21,,,,,,,,,,,,,,,,,,,,,,0.96,3.301,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
8-liquorice_catherine_wheels.png,,,,,,,0,21,21,7,,,,,,,,,,,,,,,,,,,,,,0.0,2.751,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
18-mms.png,,,,,,,0,22,22,12,,,,,,,,,,,,,,,,,,,,,,1.58,3.234,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
33-ambrosia_rice.png,,,,,,,0,23,23,24,,,,,,,,,,,,,,,,,,,,,,0.24,2.267,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
4-corn.png,,,,,,,0,24,24,3,,,,,,,,,,,,,,,,,,,,,,1.0,2.017,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
25-kitkat.png,,,,,,,0,25,25,18,,,,,,,,,,,,,,,,,,,,,,1.08,5.301,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,infer_design1_no_eyetracking,l,n,60.0386841899,001,2015_Sep_25_1218,C5,y,
